id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,issue_d
null,null,35000,35000,35000, 60 months, 26.57%,1059.76,F,F5,TRUCK DRIVER,5 years,MORTGAGE,80000,Source Verified,Current,n,null,null,home_improvement,Home improvement,226xx,VA,16.4,0,May-1994,2,37,82,10,1,13964,49.7%,21,w,29602.33,29602.33,16852.83,16852.83,5397.67,11455.16,0,0,0,Aug-2017,1059.76,Sep-2017,Aug-2017,0,37,1,INDIVIDUAL,null,null,null,0,0,42859,3,1,0,1,19,28895,null,3,4,4698,50,28100,3,0,2,5,4286,1566,88.1,0,0,19,207,4,4,6,4,null,5,37,0,4,6,4,7,1,9,14,6,10,0,0,0,3,94.7,100,1,0,63228,42859,13200,35128,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,1000,1000,1000, 36 months, 23.13%,38.78,F,F1,Cashier,< 1 year,RENT,21000,Source Verified,Current,n,null,null,other,Other,138xx,NY,1.71,0,Aug-2002,0,null,null,3,0,954,95.4%,6,f,638.48,638.48,617.91,617.91,361.52,256.39,0,0,0,Aug-2017,38.78,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,9901,2,2,2,3,5,8947,100,0,1,954,100,1000,0,0,0,4,3300,46,95.4,0,0,163,129,21,5,0,21,null,20,null,0,1,1,1,2,4,1,2,1,3,0,0,0,2,100,100,0,0,9947,9901,1000,8947,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months, 13.67%,680.36,C,C3,null,n/a,RENT,58000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,330xx,FL,11.19,0,Dec-1977,0,null,null,4,0,7888,93%,6,w,12106.84,12106.84,10862.97,10862.97,7893.16,2969.81,0,0,0,Aug-2017,680.36,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,19555,0,1,0,0,37,11667,50,1,1,3877,93,8500,0,0,1,1,4888,2833,93,0,0,77,31,7,7,1,7,null,7,null,0,3,3,3,3,2,3,3,3,4,null,0,0,1,100,100,0,0,31679,19555,8500,23179,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,9600,9600,9600, 36 months, 11.99%,318.82,C,C1,O&M Technician,3 years,RENT,52000,Source Verified,Current,n,null,null,other,Other,333xx,FL,21.74,1,May-2005,0,17,null,6,0,4192,44.1%,8,w,5753.47,5753.47,5088.33,5088.33,3846.53,1241.8,0,0,0,Aug-2017,318.82,Sep-2017,Aug-2017,0,73,1,INDIVIDUAL,null,null,null,0,817,38378,0,2,1,1,11,34186,83,0,1,2662,76,9500,1,1,2,2,6396,838,76.1,0,0,33,130,13,11,0,46,null,11,17,1,1,2,1,2,2,4,6,2,6,0,0,0,1,75,100,0,0,50564,38378,3500,41064,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,40000,40000,40000, 60 months, 21.18%,1086.19,E,E3,Manager IT,3 years,MORTGAGE,225000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,802xx,CO,15.17,0,Nov-1998,0,null,null,10,0,51257,74%,26,w,33041.42,33041.42,17284.91,17284.91,6958.58,10326.33,0,0,0,Aug-2017,1086.19,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,457049,1,4,4,5,4,92380,88,0,2,27018,80,69300,0,2,0,7,45705,18043,74,0,0,106,208,23,4,6,23,null,null,null,0,4,4,5,9,10,5,10,4,10,0,0,0,4,100,40,0,0,508876,143637,69300,104437,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15600,15600,15600, 36 months, 11.47%,514.21,B,B5,Assistant Biological Safety Officer,2 years,RENT,60000,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,474xx,IN,26.34,0,Sep-2006,2,38,54,29,1,3224,28.3%,43,w,9320.36,9320.36,8207.48,8207.48,6279.64,1927.84,0,0,0,Aug-2017,514.21,Sep-2017,Aug-2017,0,null,1,JOINT,101000,24.77,Not Verified,0,266,129177,1,23,0,1,20,125953,118,2,3,2020,109,11400,2,1,8,4,4454,3376,48.8,0,0,114,99,0,0,0,11,null,0,38,0,3,3,3,3,37,6,6,3,29,0,0,0,2,97.6,66.7,0,1,118624,129177,6600,107224,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,3000,3000,3000, 36 months,  9.75%,96.45,B,B3,null,n/a,MORTGAGE,36000,Not Verified,Current,n,null,null,vacation,Vacation,337xx,FL,13.6,0,Jul-2006,0,null,null,17,0,3697,5.4%,23,w,1773.79,1773.79,1542.72,1542.72,1226.21,316.51,0,0,0,Aug-2017,96.45,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,13762,1,2,1,2,2,10065,87,1,4,1736,17,68300,0,0,0,6,810,57603,6,0,0,14,116,8,2,0,8,null,15,null,0,4,4,12,16,2,15,21,4,17,0,0,0,2,100,0,0,0,79908,13762,61300,11608,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7000,7000,7000, 36 months,  9.16%,223.12,B,B2,Director of Operations,< 1 year,RENT,62000,Source Verified,Current,n,null,null,home_improvement,Home improvement,117xx,NY,3.93,0,Nov-2004,0,null,null,6,0,8785,22.1%,6,w,105.58,105.58,7562.8,7562.8,6894.42,668.38,0,0,0,Aug-2017,223.12,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,8785,0,0,0,0,null,0,null,2,4,3682,22,39700,0,0,5,4,1464,26667,18.4,0,0,null,136,7,7,0,7,null,2,null,0,4,5,5,5,0,6,6,5,6,0,0,0,2,100,0,0,0,39700,8785,32700,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7500,7500,7500, 36 months, 11.47%,247.22,B,B5,Business Owner,10+ years,RENT,40000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,014xx,MA,12.63,0,Sep-2007,1,null,82,17,1,10129,35.4%,19,w,4480.88,4480.88,3945.96,3945.96,3019.12,926.84,0,0,0,Aug-2017,247.22,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,10129,3,0,0,0,null,0,null,5,10,2000,35,28600,0,0,1,10,596,18071,35.9,0,0,null,102,1,1,0,1,null,1,null,0,13,13,16,18,0,17,19,13,17,0,0,0,5,100,6.2,0,0,28600,10129,28200,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,30000,30000,30000, 36 months, 11.99%,996.29,C,C1,Mechanic III,5 years,MORTGAGE,93000,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,959xx,CA,21.37,2,May-1993,0,17,null,18,0,35298,68.4%,24,w,17979.97,17979.97,15900.67,15900.67,12020.03,3880.64,0,0,0,Aug-2017,996.29,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,225732,0,1,1,2,12,39327,88,1,2,16734,77,51600,1,5,5,4,14108,2186,90.9,0,0,131,274,9,9,2,21,null,9,17,0,4,8,4,5,5,15,17,8,18,0,0,0,2,91.7,75,0,0,258089,74625,23900,44891,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,16800,16800,16800, 36 months, 12.99%,565.98,C,C2,Case Manager,10+ years,MORTGAGE,83030,Source Verified,Charged Off,n,null,null,other,Other,363xx,AL,15.03,0,Mar-2001,0,31,null,11,0,27640,93.1%,60,w,0.00,0,3291.64,3291.64,1164.88,508.81,0,1617.95,291.231,Jul-2016,565.98,null,Feb-2017,0,31,1,INDIVIDUAL,null,null,null,0,0,148452,1,2,1,2,2,60468,61,1,2,12582,82,29700,2,2,0,5,14845,0,101.3,0,0,180,147,12,2,3,12,null,16,null,0,4,5,4,18,26,8,31,5,11,0,0,0,2,91.4,100,0,0,157871,88108,26800,66333,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5150,5150,5150, 36 months, 21.18%,194.51,E,E3,owner,10+ years,MORTGAGE,48000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,065xx,CT,9.98,0,Jul-1994,2,78,69,23,1,7864,32.6%,59,f,3253.59,3253.59,3100.04,3100.04,1896.41,1203.63,0,0,0,Aug-2017,194.51,Sep-2017,Aug-2017,0,78,1,INDIVIDUAL,null,null,null,0,0,7864,2,0,0,0,112,0,null,6,8,1081,33,24100,2,0,6,8,393,1013,75.3,0,0,172,260,1,1,0,2,null,2,null,1,3,16,4,22,2,22,55,16,23,0,0,0,6,97.9,75,1,0,24100,7864,4100,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7500,7500,7500, 36 months, 12.99%,252.67,C,C2,Dental Hygenist,10+ years,MORTGAGE,35000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,335xx,FL,7.06,0,Feb-2005,1,null,23,6,2,6849,44.5%,12,w,4521.86,4521.86,4031.9,4031.9,2978.14,1053.76,0,0,0,Aug-2017,252.67,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,6849,2,0,0,0,126,0,null,4,6,2372,45,15400,0,0,2,6,1142,8551,44.5,0,0,126,133,3,3,0,3,null,4,null,0,6,6,6,8,1,6,11,6,6,0,0,0,4,100,16.7,2,0,15400,6849,15400,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5600,5600,5600, 36 months,  9.75%,180.04,B,B3,Banker,9 years,RENT,60000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,331xx,FL,7.66,0,Dec-1996,1,44,32,11,1,7484,28.6%,34,w,0.00,0,5891.1390781797,5891.14,5600,291.14,0,0,0,Apr-2017,397.21,null,Aug-2017,0,44,1,INDIVIDUAL,null,null,null,0,0,7484,1,0,0,0,116,0,null,4,9,2010,29,26200,1,2,2,9,748,12783,33.8,0,0,208,231,6,6,1,6,null,6,null,1,4,7,5,17,4,11,29,7,11,0,0,0,4,96.4,0,1,0,26200,7484,19300,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,28000,28000,28000, 60 months,  6.49%,547.73,A,A2,Shopper Activation Manager,2 years,RENT,85000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,601xx,IL,26.36,0,Sep-1998,0,null,null,5,0,26184,67.8%,20,w,21395.45,21395.45,8743.49,8743.49,6604.55,2138.94,0,0,0,Aug-2017,547.73,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,108163,0,2,0,0,57,81979,7,0,0,26010,43,38600,0,0,0,0,21633,12416,67.8,0,0,150,210,138,57,0,147,null,null,null,0,2,2,3,4,15,3,4,2,5,0,0,0,0,100,33.3,0,0,157426,108163,38600,118826,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,25000,25000,25000, 60 months, 13.67%,577.44,C,C3,Security Officer ,10+ years,RENT,71797,Source Verified,Current,n,null,null,debt_consolidation,null,191xx,PA,22.08,1,Mar-1991,0,23,null,7,0,2870,20.4%,23,w,19895.50,19895.5,9201.07,9201.07,5104.5,4096.57,0,0,0,Aug-2017,577.44,Sep-2017,Aug-2017,0,23,1,INDIVIDUAL,null,null,null,0,0,39269,0,1,1,1,11,17658,72,3,5,1602,65,14100,1,0,4,6,5610,9130,23.9,0,0,176,289,7,7,0,12,23,8,23,4,2,2,2,12,5,5,17,2,7,0,0,1,4,60.9,0,0,0,60006,39269,12000,24595,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months,  6.49%,245.16,A,A2,Supervisor,9 years,MORTGAGE,83000,Source Verified,Current,n,null,null,other,Other,228xx,VA,7.42,0,Dec-1988,0,26,73,10,1,3148,20.1%,25,w,4635.31,4635.31,3916.79,3916.79,3364.69,552.1,0,0,0,Aug-2017,245.16,Sep-2017,Aug-2017,0,26,1,INDIVIDUAL,null,null,null,0,0,254518,1,2,1,1,5,27037,76,0,2,1780,59,15700,0,0,2,4,42420,11916,20.6,0,0,178,327,16,5,5,16,72,4,72,2,2,3,5,11,6,7,14,3,9,0,0,0,2,88,0,1,0,278171,30185,15000,35665,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,24000,24000,24000, 60 months, 19.99%,635.72,E,E1,VP Director of Marketing & PR,10+ years,MORTGAGE,110000,Not Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,602xx,IL,15.95,1,Aug-1988,2,6,null,9,0,4978,34.3%,34,w,0.00,0,28385.8229921281,28385.82,24000,4385.82,0,0,0,Apr-2017,346.93,null,Jul-2017,0,6,1,INDIVIDUAL,null,null,null,0,0,438816,0,3,2,3,8,39124,87,2,3,2834,74,14500,2,0,7,8,48757,9462,24.9,1,0,331,283,8,8,6,8,6,1,6,8,3,4,4,15,8,5,20,4,9,0,0,1,4,70.6,50,0,0,459494,44102,12600,44994,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 60 months, 17.27%,499.96,D,D2,Teacher,10+ years,MORTGAGE,70000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,453xx,OH,18.79,2,Feb-1996,0,6,null,11,0,3483,28.8%,29,w,16213.84,16213.84,7970.57,7970.57,3786.16,4184.41,0,0,0,Aug-2017,499.96,Sep-2017,Aug-2017,0,42,1,INDIVIDUAL,null,null,null,0,0,323192,0,5,0,2,21,189194,83,1,3,465,72,12100,5,5,3,5,29381,1035,31,0,0,241,204,12,12,2,28,28,11,6,3,1,5,1,5,17,5,9,5,11,0,0,0,1,70.4,0,0,0,338200,192677,1500,187652,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,4500,4500,4500, 36 months, 11.99%,149.45,C,C1,Assistant Editor,3 years,RENT,37025,Source Verified,Current,n,null,null,medical,Medical expenses,112xx,NY,6.91,0,May-1985,1,null,null,3,0,3243,101.3%,3,w,2696.88,2696.88,2385.2,2385.2,1803.12,582.08,0,0,0,Aug-2017,149.45,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,6816,0,0,0,0,null,0,null,0,0,2750,24,3200,0,0,1,0,2272,0,101.3,0,0,null,49,44,44,0,44,null,1,null,0,2,2,2,2,0,2,2,2,3,0,0,0,0,100,100,0,0,27977,6816,3200,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months,  9.16%,159.38,B,B2,firefighter,< 1 year,MORTGAGE,60000,Not Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,851xx,AZ,16.18,1,Apr-2006,0,16,null,7,0,2589,23.8%,24,w,0.00,0,5356.9526525478,5356.95,5000,356.95,0,0,0,Feb-2017,3927.62,null,May-2017,0,null,1,INDIVIDUAL,null,null,null,0,400,161651,1,2,1,2,5,31927,75,0,0,770,64,10900,3,14,5,4,23093,2258,29.4,0,0,119,105,34,5,2,48,null,1,16,0,2,3,2,3,12,4,10,3,7,0,0,0,3,95.7,0,0,0,182922,34516,3200,42689,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6000,6000,6000, 36 months,  5.32%,180.69,A,A1,CASHIER,2 years,MORTGAGE,31000,Not Verified,Current,n,null,null,home_improvement,Home improvement,280xx,NC,27.22,0,Nov-1998,0,null,null,19,0,27310,37.6%,40,w,3450.86,3450.86,2887.49,2887.49,2549.14,338.35,0,0,0,Aug-2017,180.69,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,80537,0,1,0,1,14,561,11,1,3,9478,36,72700,1,0,0,4,4239,33666,43.5,0,0,125,208,7,7,2,14,null,14,null,0,5,10,10,17,5,17,33,10,19,0,0,0,1,100,30,0,0,134866,27871,59600,5000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,2000,2000,2000, 36 months, 11.99%,66.42,C,C1,PCA,1 year,RENT,30000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,363xx,AL,22.24,2,Dec-2012,1,21,null,7,0,2140,32.4%,9,w,1198.65,1198.65,1060.06,1060.06,801.35,258.71,0,0,0,Aug-2017,66.42,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,12991,2,2,1,1,10,10851,60,2,2,1058,52,6600,0,0,3,3,1856,3240,37.7,0,0,31,39,1,1,0,1,null,4,21,0,3,4,3,3,2,5,7,4,7,0,0,0,3,77.8,0,0,0,24801,12991,5200,18201,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months,  9.16%,318.75,B,B2,TELCOM SUPPORT ,10+ years,MORTGAGE,64483,Verified,Current,n,null,null,debt_consolidation,null,432xx,OH,37.24,0,Dec-1986,0,null,null,21,0,67670,85%,49,w,5891.17,5891.17,5089.82,5089.82,4108.83,980.99,0,0,0,Aug-2017,318.75,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,191428,0,0,0,0,127,0,0,0,0,14577,85,80000,0,0,0,0,11260,6839,95,0,0,127,351,39,34,3,39,null,null,null,0,9,15,26,26,1,15,45,15,17,null,0,0,0,100,88.9,0,0,212927,76848,61550,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,13000,13000,13000, 60 months, 14.46%,305.6,C,C4,Production Worker,9 years,MORTGAGE,30000,Not Verified,Charged Off,n,null,null,debt_consolidation,Debt consolidation,560xx,MN,20.92,0,Mar-2003,0,null,null,11,0,7639,45.2%,16,w,0.00,0,1201.51,1201.51,606.66,594.85,0,0,0,Aug-2016,305.6,null,Feb-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,125158,1,1,1,1,5,9685,97,2,3,3600,64,16900,0,0,1,4,11378,5940,55.7,0,0,39,156,7,5,3,8,null,8,null,0,4,5,6,8,2,9,11,5,11,0,0,0,3,100,33.3,0,0,141300,17324,13400,10000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,12000,12000,12000, 36 months, 11.99%,398.52,C,C1,Retail Banking Supervisor,2 years,RENT,33000,Source Verified,Current,n,null,null,debt_consolidation,null,882xx,NM,11.56,0,Aug-2010,0,null,null,9,0,9485,41.2%,10,w,7191.92,7191.92,6360.33,6360.33,4808.08,1552.25,0,0,0,Aug-2017,398.52,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,9485,0,0,0,0,41,0,null,1,1,4526,41,23000,0,2,1,2,1054,5883,57.7,0,0,41,67,8,8,0,31,null,8,null,0,3,5,3,3,1,8,8,5,9,0,0,0,1,100,33.3,0,0,23000,9485,13900,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6000,6000,6000, 36 months,  7.39%,186.34,A,A4,Systems Analyst,1 year,RENT,54500,Not Verified,In Grace Period,n,null,null,credit_card,Credit card refinancing,104xx,NY,14.71,0,Dec-2007,0,null,null,9,0,5415,22.9%,16,w,3496.13,3496.13,2964.19,2964.19,2503.87,460.32,0,0,0,Jul-2017,186.34,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,23641,0,2,1,1,8,18226,71,1,2,2851,48,23600,0,0,1,3,2627,14985,26.5,0,0,26,99,8,8,0,8,null,9,null,0,2,2,5,8,2,7,14,2,9,0,0,0,2,100,0,0,0,49139,23641,20400,25539,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months,  5.32%,602.3,A,A1,Owner,3 years,MORTGAGE,250000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,483xx,MI,8.62,2,Mar-1973,0,11,null,22,0,12664,14.7%,56,w,11502.89,11502.89,9639.37,9639.37,8497.11,1142.26,0,0,0,Aug-2017,602.3,Sep-2017,Aug-2017,0,41,1,INDIVIDUAL,null,null,null,0,0,323494,2,3,1,2,1,35649,68,0,0,3036,35,86200,1,0,1,3,16175,34439,22.6,0,0,137,516,52,1,9,68,null,5,11,0,5,9,9,23,9,17,37,9,22,0,0,0,2,92.9,0,0,0,415816,48428,44500,52522,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,18000,18000,18000, 60 months, 14.46%,423.14,C,C4,Finance manager ,3 years,MORTGAGE,49300,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,301xx,GA,36.54,0,Nov-2002,0,null,61,21,2,22507,48.4%,40,w,14384.49,14384.49,6741.32,6741.32,3615.51,3125.81,0,0,0,Aug-2017,423.14,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,182249,2,4,0,2,19,73790,94,2,6,4446,71,46500,0,2,0,9,10721,14017,43.7,0,0,137,160,3,3,1,3,null,14,null,0,5,8,5,7,17,16,22,8,21,0,0,0,3,100,40,1,1,225704,96297,24900,92157,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months, 11.99%,166.05,C,C1,matainance,10+ years,MORTGAGE,50000,Source Verified,Current,n,null,null,home_improvement,Home improvement,462xx,IN,25.52,0,Apr-2004,1,31,null,9,0,4706,37.3%,17,f,2996.63,2996.63,2650.14,2650.14,2003.37,646.77,0,0,0,Aug-2017,166.05,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,102440,3,2,3,3,3,44751,92,2,4,2866,80,12600,3,0,4,7,11382,2234,64,0,0,130,143,0,0,1,6,null,0,31,0,2,3,2,4,7,6,9,3,9,0,0,0,5,94.1,50,0,0,128883,49457,6200,48912,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5125,5125,5100, 36 months, 19.99%,190.44,E,E1,truckdriver,8 years,RENT,50000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,981xx,WA,14.11,0,Feb-1993,2,null,null,9,0,1092,21%,11,f,3216.67,3200.98,3035.66,3020.85,1908.33,1127.33,0,0,0,Aug-2017,190.44,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,53366,3,2,2,3,1,20730,97,4,6,8,92,5200,2,3,5,9,5930,1389,0.8,0,0,29,15,3,1,0,9,null,4,null,0,2,4,3,3,4,6,6,4,9,0,0,0,6,100,0,0,0,58117,53366,1400,21373,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8500,8500,8500, 36 months, 16.29%,300.06,D,D1,Customer service,9 years,RENT,60000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,020xx,MA,26.14,3,Aug-1994,2,14,63,18,1,22895,58.7%,39,w,5228.31,5228.31,4840.67,4840.67,3271.69,1553.98,15,0,0,Aug-2017,300.06,Sep-2017,Aug-2017,0,14,1,INDIVIDUAL,null,null,null,0,0,471739,2,2,0,0,27,21669,62,3,3,8062,60,41600,1,0,4,3,33696,5320,85.8,0,0,90,259,1,1,5,1,33,1,33,2,4,7,7,11,7,15,27,7,18,0,0,2,3,81.1,50,0,1,520818,44564,21800,35231,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months, 15.31%,522.26,C,C5,Business Management,10+ years,MORTGAGE,95000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,301xx,GA,32.66,1,Nov-1998,2,16,null,17,0,7729,50.5%,50,w,9167.80,9167.8,8330.64,8330.64,5832.2,2498.44,0,0,0,Aug-2017,522.26,Sep-2017,Aug-2017,0,60,1,INDIVIDUAL,null,null,null,0,1014,166821,2,4,2,5,6,41846,62,1,2,3195,60,15300,2,2,4,7,12832,719,86.9,0,0,208,143,6,6,2,29,16,3,16,2,2,7,2,10,20,11,28,7,17,0,0,0,3,85.4,100,0,0,215843,49575,5500,67989,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
